AlertID,ClaimID,PolicyID,DetectionDate,FraudType,ModelScore,InvestigationStatus,Outcome
12016163,8023909,5014841,2020-10-13,Identity Theft,0.383,Open,NotConfirmed
12016164,8041454,5004382,2022-08-02,Inflated Repair,0.503,Open,Confirmed
12016165,8018610,5012413,2022-10-04,Identity Theft,0.705,InProgress,NotConfirmed
12016166,8024888,5010487,2022-10-10,Staged Accident,0.678,Open,NotConfirmed
12016167,8009717,5020505,2023-07-15,Inflated Repair,0.397,InProgress,NotConfirmed
12016168,8006011,5009434,2024-10-18,Upcoding,0.394,Open,Confirmed
12016169,8019826,5027749,2024-11-19,Provider Collusion,0.291,Open,NotConfirmed
12016170,8043104,5005279,2021-05-03,Provider Collusion,0.362,Closed,NotConfirmed
12016171,8004949,5028580,2023-10-13,Staged Accident,0.622,Open,NotConfirmed
12016172,8011634,5007376,2024-06-22,Staged Accident,0.305,Open,Inconclusive
12016173,8006941,5026706,2021-04-06,Staged Accident,0.803,Closed,Confirmed
12016174,8003777,5029024,2024-03-14,Inflated Repair,0.343,Open,Inconclusive
12016175,8040132,5021274,2021-10-15,Identity Theft,0.44,Open,Confirmed
12016176,8001769,5000260,2021-02-13,Inflated Repair,0.308,Open,Confirmed
12016177,8017641,5001664,2021-08-05,Inflated Repair,0.21,Open,NotConfirmed
12016178,8034331,5009936,2025-12-03,Inflated Repair,0.336,Open,NotConfirmed
12016179,8030411,5010526,2021-01-23,Identity Theft,0.46,Closed,NotConfirmed
12016180,8036359,5016820,2023-07-24,Inflated Repair,0.822,Open,NotConfirmed
12016181,8012549,5012966,2023-08-04,Staged Accident,0.561,InProgress,NotConfirmed
12016182,8009414,5001983,2025-04-22,Provider Collusion,0.759,Open,Confirmed
12016183,8006578,5021676,2022-04-06,Provider Collusion,0.739,Open,NotConfirmed
12016184,8002774,5028468,2022-05-22,Staged Accident,0.278,InProgress,NotConfirmed
12016185,8002153,5011479,2024-02-14,Provider Collusion,0.541,Closed,NotConfirmed
12016186,8028153,5021260,2021-09-21,Duplicate Claim,0.376,Open,Confirmed
12016187,8022511,5021835,2021-01-26,Duplicate Claim,0.898,InProgress,Inconclusive
12016188,8031850,5009380,2022-02-28,Identity Theft,0.949,InProgress,NotConfirmed
12016189,8041309,5016817,2023-10-18,Staged Accident,0.411,InProgress,Inconclusive
12016190,8005875,5027752,2025-12-02,Inflated Repair,0.166,InProgress,Confirmed
12016191,8025453,5026936,2022-07-25,Inflated Repair,0.117,InProgress,NotConfirmed
12016192,8041566,5029182,2021-09-14,Duplicate Claim,0.303,InProgress,Confirmed
12016193,8015099,5012168,2024-04-28,Staged Accident,0.855,Open,Inconclusive
12016194,8012195,5013657,2022-03-29,Identity Theft,0.697,Closed,NotConfirmed
12016195,8023213,5026153,2023-12-21,Provider Collusion,0.855,Closed,NotConfirmed
12016196,8030255,5013979,2023-01-02,Inflated Repair,0.488,Open,Confirmed
12016197,8007039,5028210,2021-05-18,Staged Accident,0.25,Closed,Confirmed
12016198,8013620,5010763,2025-08-13,Inflated Repair,0.125,Open,NotConfirmed
12016199,8014788,5019999,2023-06-19,Staged Accident,0.821,Open,Inconclusive
12016200,8021460,5028756,2020-04-03,Provider Collusion,0.581,Open,Inconclusive
12016201,8012703,5021504,2026-01-30,Provider Collusion,0.925,Closed,Inconclusive
12016202,8001544,5013833,2022-12-10,Identity Theft,0.839,Open,NotConfirmed
12016203,8000226,5012347,2023-07-29,Provider Collusion,0.353,InProgress,Confirmed
12016204,8002673,5018881,2021-08-21,Inflated Repair,0.492,InProgress,Inconclusive
12016205,8017207,5008243,2022-02-28,Inflated Repair,0.198,InProgress,Confirmed
12016206,8007335,5015412,2025-08-18,Provider Collusion,0.88,Closed,NotConfirmed
12016207,8033329,5028529,2022-03-01,Staged Accident,0.843,Closed,NotConfirmed
12016208,8036141,5009901,2023-11-15,Identity Theft,0.789,InProgress,NotConfirmed
12016209,8024038,5027797,2023-12-15,Upcoding,0.988,InProgress,NotConfirmed
12016210,8004563,5028066,2026-08-04,Upcoding,0.279,Open,NotConfirmed
12016211,8017939,5019468,2021-08-22,Staged Accident,0.236,InProgress,NotConfirmed
12016212,8018889,5017447,2021-07-30,Upcoding,0.729,Open,NotConfirmed
12016213,8003756,5029797,2022-02-19,Inflated Repair,0.313,Closed,NotConfirmed
12016214,8005010,5020429,2024-09-10,Inflated Repair,0.532,Open,NotConfirmed
12016215,8023327,5018820,2022-07-06,Identity Theft,0.967,Open,Confirmed
12016216,8041491,5006747,2022-03-26,Identity Theft,0.961,Open,Inconclusive
12016217,8006290,5025609,2024-08-05,Upcoding,0.71,Open,Inconclusive
12016218,8013064,5025450,2021-11-03,Inflated Repair,0.943,Closed,NotConfirmed
12016219,8029844,5024897,2021-04-23,Inflated Repair,0.287,Open,NotConfirmed
12016220,8037651,5010473,2025-01-09,Duplicate Claim,0.262,Open,Confirmed
12016221,8009868,5018067,2022-01-06,Duplicate Claim,0.366,InProgress,Inconclusive
12016222,8016544,5028846,2021-06-16,Provider Collusion,0.177,Open,NotConfirmed
12016223,8008818,5017687,2021-03-10,Provider Collusion,0.684,Closed,Inconclusive
12016224,8020814,5020616,2024-12-26,Staged Accident,0.368,Open,Confirmed
12016225,8014856,5025955,2024-06-03,Staged Accident,0.252,Open,Inconclusive
12016226,8031277,5006254,2024-12-17,Duplicate Claim,0.976,Open,NotConfirmed
12016227,8013733,5009694,2021-03-02,Staged Accident,0.934,Open,NotConfirmed
12016228,8035384,5021792,2022-03-25,Duplicate Claim,0.957,Open,Inconclusive
12016229,8012194,5019456,2022-11-02,Duplicate Claim,0.317,Open,Inconclusive
12016230,8022497,5016812,2022-11-20,Inflated Repair,0.388,Closed,NotConfirmed
12016231,8005088,5017807,2023-10-16,Identity Theft,0.762,InProgress,Inconclusive
12016232,8019841,5019969,2023-03-17,Identity Theft,0.93,Open,Confirmed
12016233,8000852,5027483,2021-07-31,Inflated Repair,0.826,InProgress,Confirmed
12016234,8016530,5024695,2026-04-13,Inflated Repair,0.575,Open,NotConfirmed
12016235,8027978,5025455,2023-01-13,Provider Collusion,0.966,InProgress,Confirmed
12016236,8011389,5012259,2026-04-11,Inflated Repair,0.694,Open,Inconclusive
12016237,8015207,5018360,2020-10-10,Provider Collusion,0.928,Open,Inconclusive
12016238,8020785,5014266,2021-02-09,Duplicate Claim,0.442,InProgress,Inconclusive
12016239,8040128,5029276,2020-11-14,Upcoding,0.775,InProgress,Inconclusive
12016240,8011547,5003224,2021-12-02,Staged Accident,0.822,InProgress,NotConfirmed
12016241,8035469,5021064,2021-12-24,Inflated Repair,0.254,Open,NotConfirmed
12016242,8023648,5004603,2024-11-29,Identity Theft,0.177,Open,NotConfirmed
12016243,8016079,5025242,2025-08-19,Inflated Repair,0.231,Open,Confirmed
12016244,8012379,5004104,2020-07-19,Staged Accident,0.897,InProgress,NotConfirmed
12016245,8019693,5000536,2021-11-12,Staged Accident,0.256,Open,NotConfirmed
12016246,8044880,5006270,2021-07-15,Staged Accident,0.557,Open,NotConfirmed
12016247,8043625,5022440,2023-11-25,Staged Accident,0.626,Open,Confirmed
12016248,8015877,5026932,2021-11-05,Duplicate Claim,0.47,InProgress,NotConfirmed
12016249,8023869,5020449,2025-10-29,Duplicate Claim,0.143,InProgress,Inconclusive
12016250,8036031,5008234,2024-06-25,Inflated Repair,0.745,InProgress,NotConfirmed
12016251,8020206,5023282,2021-10-19,Identity Theft,0.42,Open,Inconclusive
12016252,8032348,5011567,2023-08-05,Staged Accident,0.763,Open,NotConfirmed
12016253,8034008,5018964,2023-11-25,Identity Theft,0.327,Closed,NotConfirmed
12016254,8010880,5010003,2021-08-11,Inflated Repair,0.642,InProgress,NotConfirmed
12016255,8009840,5001356,2020-07-13,Duplicate Claim,0.631,Open,Confirmed
12016256,8027907,5024206,2022-03-07,Inflated Repair,0.501,Closed,NotConfirmed
12016257,8022878,5029424,2026-02-05,Identity Theft,0.145,Open,Confirmed
12016258,8015727,5026304,2022-01-17,Duplicate Claim,0.885,InProgress,NotConfirmed
12016259,8006644,5015221,2022-07-31,Staged Accident,0.778,Open,Inconclusive
12016260,8020262,5014324,2024-05-19,Inflated Repair,0.535,InProgress,NotConfirmed
12016261,8034556,5010466,2021-04-17,Upcoding,0.923,Open,Confirmed
12016262,8033711,5023981,2022-02-19,Inflated Repair,0.315,Open,NotConfirmed
12016263,8021712,5017452,2026-01-04,Duplicate Claim,0.181,InProgress,NotConfirmed
12016264,8042574,5026397,2025-12-29,Upcoding,0.482,InProgress,NotConfirmed
12016265,8043858,5010262,2026-01-11,Staged Accident,0.417,Open,NotConfirmed
12016266,8011067,5004754,2024-10-15,Duplicate Claim,0.837,InProgress,Confirmed
12016267,8038088,5012206,2025-08-31,Provider Collusion,0.928,Open,NotConfirmed
12016268,8044468,5014109,2023-07-02,Staged Accident,0.505,Open,NotConfirmed
12016269,8026336,5017489,2020-12-03,Duplicate Claim,0.76,Open,Inconclusive
12016270,8007846,5029381,2021-12-20,Provider Collusion,0.367,InProgress,Inconclusive
12016271,8036323,5004315,2024-06-27,Staged Accident,0.381,Closed,NotConfirmed
12016272,8043658,5005653,2020-07-31,Upcoding,0.679,Open,Inconclusive
12016273,8016726,5026324,2022-12-09,Inflated Repair,0.172,Closed,NotConfirmed
12016274,8028407,5025679,2024-08-09,Duplicate Claim,0.808,Open,NotConfirmed
12016275,8028756,5006673,2021-07-30,Duplicate Claim,0.93,Open,Inconclusive
12016276,8007109,5026767,2024-02-13,Inflated Repair,0.67,Open,NotConfirmed
12016277,8020881,5015030,2024-06-15,Upcoding,0.399,Closed,NotConfirmed
12016278,8019723,5011720,2024-07-10,Upcoding,0.961,Open,Inconclusive
12016279,8033466,5024227,2025-07-12,Inflated Repair,0.261,InProgress,Confirmed
12016280,8042551,5020751,2022-01-20,Staged Accident,0.576,Open,NotConfirmed
12016281,8010828,5005631,2025-05-12,Inflated Repair,0.59,Open,NotConfirmed
12016282,8010739,5016328,2024-11-25,Staged Accident,0.422,InProgress,NotConfirmed
12016283,8004239,5009942,2021-03-20,Inflated Repair,0.458,Closed,Confirmed
12016284,8013117,5017374,2022-06-10,Provider Collusion,0.632,Closed,NotConfirmed
12016285,8040670,5010690,2021-07-25,Staged Accident,0.965,Closed,NotConfirmed
12016286,8031675,5001381,2024-03-12,Inflated Repair,0.903,Open,Inconclusive
12016287,8005007,5001951,2024-11-22,Identity Theft,0.169,Open,NotConfirmed
12016288,8025339,5016961,2021-06-16,Identity Theft,0.947,InProgress,NotConfirmed
12016289,8028638,5002786,2023-03-11,Inflated Repair,0.413,Open,NotConfirmed
12016290,8031905,5007947,2022-11-08,Inflated Repair,0.394,InProgress,Inconclusive
12016291,8044620,5012977,2021-12-11,Upcoding,0.789,InProgress,NotConfirmed
12016292,8016379,5022290,2025-01-03,Inflated Repair,0.885,Open,Inconclusive
12016293,8003945,5013785,2024-02-17,Staged Accident,0.435,InProgress,Confirmed
12016294,8002818,5026809,2025-07-18,Provider Collusion,0.884,InProgress,Confirmed
12016295,8017976,5025998,2022-12-21,Staged Accident,0.706,InProgress,Confirmed
12016296,8003451,5028745,2022-11-28,Staged Accident,0.112,InProgress,Confirmed
12016297,8036035,5002339,2025-03-27,Inflated Repair,0.607,Open,Inconclusive
12016298,8036975,5006070,2021-03-22,Upcoding,0.197,InProgress,Confirmed
12016299,8034476,5024422,2023-06-11,Duplicate Claim,0.152,Open,Inconclusive
12016300,8036028,5001851,2022-03-20,Staged Accident,0.966,InProgress,NotConfirmed
12016301,8037230,5008623,2024-08-07,Inflated Repair,0.391,Closed,Confirmed
12016302,8027732,5010939,2021-05-21,Identity Theft,0.303,Open,Confirmed
12016303,8035014,5020508,2025-02-24,Identity Theft,0.549,InProgress,Confirmed
12016304,8006176,5029510,2022-02-24,Staged Accident,0.409,Open,NotConfirmed
12016305,8021684,5024888,2022-04-21,Inflated Repair,0.748,Open,Inconclusive
12016306,8031905,5007947,2022-12-03,Inflated Repair,0.55,InProgress,Confirmed
12016307,8037140,5013132,2024-12-28,Duplicate Claim,0.482,Closed,NotConfirmed
12016308,8026773,5015953,2025-11-01,Inflated Repair,0.988,Closed,Confirmed
12016309,8024048,5018070,2025-12-09,Inflated Repair,0.918,Open,Confirmed
12016310,8006365,5023162,2024-10-09,Identity Theft,0.855,Open,NotConfirmed
12016311,8006001,5012925,2021-09-11,Inflated Repair,0.669,Open,Inconclusive
12016312,8044324,5001051,2023-04-08,Inflated Repair,0.281,InProgress,NotConfirmed
12016313,8010825,5013802,2021-10-17,Provider Collusion,0.145,Open,NotConfirmed
12016314,8010247,5013358,2021-09-28,Identity Theft,0.812,Closed,NotConfirmed
12016315,8008179,5006361,2024-01-27,Duplicate Claim,0.675,Closed,Confirmed
12016316,8028754,5026122,2021-11-04,Duplicate Claim,0.312,Open,Confirmed
12016317,8004412,5023274,2023-01-19,Inflated Repair,0.538,Closed,NotConfirmed
12016318,8034247,5000511,2023-09-08,Inflated Repair,0.73,InProgress,NotConfirmed
12016319,8017196,5000313,2025-12-02,Duplicate Claim,0.61,Open,NotConfirmed
12016320,8004458,5023386,2021-07-03,Identity Theft,0.711,Open,Confirmed
12016321,8014720,5013799,2021-01-07,Staged Accident,0.239,Open,Inconclusive
12016322,8043816,5003407,2022-07-10,Staged Accident,0.271,Open,NotConfirmed
12016323,8020781,5013746,2023-12-12,Inflated Repair,0.63,InProgress,Inconclusive
12016324,8000876,5002382,2022-01-26,Inflated Repair,0.32,InProgress,Confirmed
12016325,8029419,5020097,2023-07-15,Identity Theft,0.901,InProgress,NotConfirmed
12016326,8007241,5001492,2025-12-04,Staged Accident,0.36,InProgress,Inconclusive
12016327,8036676,5001507,2025-07-14,Staged Accident,0.29,Open,Confirmed
12016328,8026469,5012473,2022-01-20,Staged Accident,0.197,InProgress,NotConfirmed
12016329,8019724,5011950,2025-12-09,Upcoding,0.498,Open,Confirmed
12016330,8023044,5024890,2022-05-31,Identity Theft,0.702,Open,Confirmed
12016331,8037532,5016022,2024-03-08,Inflated Repair,0.304,Open,Confirmed
12016332,8001495,5010606,2025-08-09,Duplicate Claim,0.81,InProgress,Confirmed
12016333,8016252,5001676,2022-09-22,Staged Accident,0.175,InProgress,Inconclusive
12016334,8040811,5017395,2023-12-11,Staged Accident,0.208,Open,Confirmed
12016335,8022325,5002199,2022-11-23,Inflated Repair,0.541,Closed,NotConfirmed
12016336,8037217,5009229,2022-10-12,Duplicate Claim,0.23,InProgress,Confirmed
12016337,8027812,5010996,2023-04-25,Duplicate Claim,0.656,Open,NotConfirmed
12016338,8012055,5028526,2023-10-16,Provider Collusion,0.316,InProgress,NotConfirmed
12016339,8028385,5018386,2020-11-21,Provider Collusion,0.167,InProgress,Confirmed
12016340,8000583,5019491,2021-12-07,Duplicate Claim,0.631,InProgress,Confirmed
12016341,8043426,5026585,2021-03-29,Staged Accident,0.309,InProgress,Inconclusive
12016342,8009555,5018000,2022-09-09,Upcoding,0.138,Open,Inconclusive
12016343,8008780,5003574,2022-11-28,Inflated Repair,0.586,Open,NotConfirmed
12016344,8031898,5028795,2022-08-10,Duplicate Claim,0.476,Open,Confirmed
12016345,8006335,5000023,2021-12-20,Duplicate Claim,0.63,Open,Inconclusive
12016346,8011974,5028592,2020-12-29,Staged Accident,0.198,InProgress,NotConfirmed
12016347,8044173,5017390,2025-07-16,Inflated Repair,0.591,Open,Confirmed
12016348,8000436,5021069,2021-01-04,Staged Accident,0.497,Open,Confirmed
12016349,8014577,5002898,2024-04-29,Provider Collusion,0.863,InProgress,Inconclusive
12016350,8040312,5020385,2025-02-12,Staged Accident,0.337,Open,NotConfirmed
12016351,8022874,5000960,2023-09-08,Duplicate Claim,0.759,InProgress,NotConfirmed
12016352,8035447,5007119,2021-01-24,Inflated Repair,0.428,Open,Confirmed
12016353,8036091,5012342,2022-05-27,Upcoding,0.828,InProgress,NotConfirmed
12016354,8020215,5024637,2021-07-13,Upcoding,0.66,Open,Confirmed
12016355,8034500,5005341,2025-10-26,Provider Collusion,0.335,InProgress,NotConfirmed
12016356,8033178,5021720,2026-03-23,Duplicate Claim,0.181,InProgress,Confirmed
12016357,8002993,5013169,2026-01-06,Inflated Repair,0.13,InProgress,Inconclusive
12016358,8019142,5026736,2021-09-27,Duplicate Claim,0.979,InProgress,NotConfirmed
12016359,8023712,5022073,2021-06-15,Inflated Repair,0.487,Open,NotConfirmed
12016360,8005593,5026130,2021-06-17,Staged Accident,0.227,Open,Confirmed
12016361,8029167,5016607,2023-06-06,Provider Collusion,0.104,Open,NotConfirmed
12016362,8010751,5009152,2021-08-03,Staged Accident,0.508,InProgress,Inconclusive
12016363,8000771,5026758,2020-09-11,Duplicate Claim,0.386,Open,NotConfirmed
12016364,8028328,5003858,2024-01-08,Provider Collusion,0.605,InProgress,Inconclusive
12016365,8013074,5026492,2024-11-06,Inflated Repair,0.375,Open,NotConfirmed
12016366,8014562,5006779,2025-04-18,Inflated Repair,0.565,Open,Confirmed
12016367,8031128,5029662,2023-07-25,Duplicate Claim,0.228,InProgress,Inconclusive
12016368,8007102,5000360,2020-07-09,Staged Accident,0.214,InProgress,NotConfirmed
12016369,8010772,5021254,2022-05-15,Inflated Repair,0.185,InProgress,Confirmed
12016370,8038380,5002456,2023-11-13,Duplicate Claim,0.716,Open,Inconclusive
12016371,8034863,5012376,2023-04-19,Inflated Repair,0.683,Open,NotConfirmed
12016372,8008561,5010276,2021-05-28,Inflated Repair,0.928,InProgress,NotConfirmed
12016373,8001586,5002839,2022-02-04,Duplicate Claim,0.276,Open,Confirmed
12016374,8011477,5018150,2021-12-20,Inflated Repair,0.551,Closed,Inconclusive
12016375,8007331,5014447,2023-03-14,Provider Collusion,0.874,InProgress,NotConfirmed
12016376,8040390,5001541,2023-06-25,Duplicate Claim,0.869,InProgress,Confirmed
12016377,8009075,5025890,2021-10-05,Identity Theft,0.321,Open,Confirmed
12016378,8030744,5005720,2024-09-08,Upcoding,0.594,Closed,Inconclusive
12016379,8038977,5022869,2023-10-06,Staged Accident,0.498,InProgress,NotConfirmed
12016380,8003520,5012226,2023-06-21,Staged Accident,0.663,Open,NotConfirmed
12016381,8043905,5020664,2020-04-21,Identity Theft,0.443,Open,NotConfirmed
12016382,8017777,5019373,2023-01-23,Identity Theft,0.771,Open,NotConfirmed
12016383,8044499,5015282,2023-09-11,Identity Theft,0.468,InProgress,Inconclusive
12016384,8036615,5002791,2020-09-03,Staged Accident,0.509,InProgress,Confirmed
12016385,8039666,5014026,2021-03-18,Provider Collusion,0.357,Open,Confirmed
12016386,8044203,5018024,2024-06-11,Duplicate Claim,0.164,Open,NotConfirmed
12016387,8004778,5025340,2024-09-29,Identity Theft,0.961,Open,NotConfirmed
12016388,8033135,5002884,2025-01-19,Duplicate Claim,0.85,InProgress,NotConfirmed
12016389,8012771,5017724,2020-11-04,Upcoding,0.129,Open,Confirmed
12016390,8037212,5006321,2023-03-13,Staged Accident,0.29,InProgress,NotConfirmed
12016391,8025330,5009654,2021-11-22,Inflated Repair,0.207,Open,NotConfirmed
12016392,8021493,5017405,2023-09-23,Identity Theft,0.352,Closed,NotConfirmed
12016393,8019152,5007922,2024-04-12,Inflated Repair,0.742,Closed,Confirmed
12016394,8013995,5024651,2023-03-08,Identity Theft,0.544,InProgress,Inconclusive
12016395,8002292,5001349,2022-02-06,Upcoding,0.476,Open,Confirmed
12016396,8020115,5001803,2025-12-25,Inflated Repair,0.271,Open,Inconclusive
12016397,8031909,5003743,2022-12-22,Duplicate Claim,0.392,Open,Confirmed
12016398,8007062,5019514,2020-05-31,Provider Collusion,0.336,Open,Confirmed
12016399,8035194,5002791,2020-09-10,Provider Collusion,0.24,Closed,NotConfirmed
12016400,8037356,5013673,2022-10-21,Inflated Repair,0.579,Open,Confirmed
12016401,8009908,5010392,2025-09-30,Identity Theft,0.866,InProgress,Confirmed
12016402,8030498,5009140,2026-05-18,Provider Collusion,0.139,InProgress,Inconclusive
12016403,8044695,5023151,2022-05-25,Inflated Repair,0.515,Open,Inconclusive
12016404,8018841,5026607,2025-10-12,Staged Accident,0.96,Closed,Confirmed
12016405,8010421,5016813,2022-03-06,Inflated Repair,0.681,Open,Inconclusive
12016406,8008162,5003475,2026-02-12,Duplicate Claim,0.69,Open,Confirmed
12016407,8025660,5001775,2020-10-07,Inflated Repair,0.686,Open,Inconclusive
12016408,8043136,5015218,2023-09-08,Identity Theft,0.848,Closed,NotConfirmed
12016409,8000879,5021177,2022-04-25,Staged Accident,0.866,InProgress,NotConfirmed
12016410,8006237,5017314,2024-08-12,Inflated Repair,0.471,Closed,Confirmed
12016411,8036620,5026170,2023-04-07,Inflated Repair,0.171,Open,NotConfirmed
